location,continent,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Barbados,North America,2021-03-26,63689.0,63689.0,,498.0,22.16,22.16,,1733.0
Barbados,North America,2021-03-27,63689.0,,,370.0,,,,1288.0
Barbados,North America,2021-03-28,63689.0,,,279.0,,,,971.0
Barbados,North America,2021-03-29,63711.0,63711.0,,276.0,22.17,22.17,,960.0
Barbados,North America,2021-03-30,63715.0,63715.0,,136.0,22.17,22.17,,473.0
Barbados,North America,2021-03-31,63728.0,63728.0,,135.0,22.18,22.18,,470.0
Barbados,North America,2021-04-01,63735.0,63735.0,,133.0,22.18,22.18,,463.0
Barbados,North America,2021-04-02,63738.0,63738.0,,7.0,22.18,22.18,,24.0
Barbados,North America,2021-04-03,63738.0,,,6.0,,,,21.0
Barbados,North America,2021-04-04,63738.0,,,5.0,,,,17.0
Barbados,North America,2021-04-05,63738.0,,,5.0,,,,17.0
Barbados,North America,2021-04-06,63738.0,,,4.0,,,,14.0
Barbados,North America,2021-04-07,63747.0,63747.0,,3.0,22.18,22.18,,10.0
Barbados,North America,2021-04-08,64645.0,64645.0,,130.0,22.5,22.5,,452.0
Barbados,North America,2021-04-09,65867.0,65867.0,,304.0,22.92,22.92,,1058.0
Barbados,North America,2021-04-10,65873.0,65873.0,,305.0,22.92,22.92,,1061.0
Barbados,North America,2021-04-11,65873.0,,,311.0,,,,1082.0
Barbados,North America,2021-04-12,65873.0,,,318.0,,,,1107.0
Barbados,North America,2021-04-13,65873.0,,,325.0,,,,1131.0
Barbados,North America,2021-04-14,66069.0,66069.0,,332.0,22.99,22.99,,1155.0
Barbados,North America,2021-04-15,66900.0,66900.0,,322.0,23.28,23.28,,1121.0
Barbados,North America,2021-04-16,68480.0,68480.0,,373.0,23.83,23.83,,1298.0
Barbados,North America,2021-04-17,69490.0,69490.0,,517.0,24.18,24.18,,1799.0
Barbados,North America,2021-04-18,70758.0,70758.0,,691.0,24.62,24.62,,2405.0
Barbados,North America,2021-04-19,70884.0,70884.0,,702.0,24.67,24.67,,2443.0
Barbados,North America,2021-04-20,71134.0,71134.0,,731.0,24.75,24.75,,2544.0
Barbados,North America,2021-04-21,71350.0,71350.0,,754.0,24.83,24.83,,2624.0
Barbados,North America,2021-04-22,71648.0,71648.0,,678.0,24.93,24.93,,2359.0
Barbados,North America,2021-04-23,71881.0,71881.0,,486.0,25.01,25.01,,1691.0
Barbados,North America,2021-04-24,72728.0,72728.0,,463.0,25.31,25.31,,1611.0
Barbados,North America,2021-04-25,73590.0,73590.0,,405.0,25.61,25.61,,1409.0
Belarus,Europe,2020-12-28,0.0,0.0,,,0.0,0.0,,
Belarus,Europe,2020-12-29,0.0,,,403.0,,,,43.0
Belarus,Europe,2020-12-30,0.0,,,403.0,,,,43.0
Belarus,Europe,2020-12-31,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-01,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-02,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-03,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-04,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-05,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-06,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-07,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-08,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-09,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-10,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-11,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-12,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-13,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-14,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-15,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-16,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-17,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-18,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-19,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-20,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-21,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-22,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-23,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-24,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-25,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-26,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-27,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-28,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-29,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-30,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-01-31,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-01,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-02,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-03,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-04,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-05,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-06,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-07,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-08,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-09,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-10,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-11,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-12,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-13,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-14,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-15,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-16,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-17,0.0,,,403.0,,,,43.0
Belarus,Europe,2021-02-18,20944.0,20944.0,,403.0,0.22,0.22,,43.0
Belarus,Europe,2021-02-19,20944.0,,,410.0,,,,43.0
Belarus,Europe,2021-02-20,20944.0,,,418.0,,,,44.0
Belarus,Europe,2021-02-21,20944.0,,,425.0,,,,45.0
Belarus,Europe,2021-02-22,20944.0,,,432.0,,,,46.0
Belarus,Europe,2021-02-23,20944.0,,,440.0,,,,47.0
Belarus,Europe,2021-02-24,20944.0,,,447.0,,,,47.0
Belarus,Europe,2021-02-25,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-02-26,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-02-27,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-02-28,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-01,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-02,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-03,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-04,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-05,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-06,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-07,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-08,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-09,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-10,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-11,20944.0,,,455.0,,,,48.0
Belarus,Europe,2021-03-12,30944.0,20944.0,10000.0,455.0,0.33,0.22,0.11,48.0
Belarus,Europe,2021-03-13,30944.0,,,754.0,,,,80.0
Belarus,Europe,2021-03-14,30944.0,,,1053.0,,,,111.0
Belarus,Europe,2021-03-15,30944.0,,,1352.0,,,,143.0
Belarus,Europe,2021-03-16,30944.0,,,1651.0,,,,175.0
Belarus,Europe,2021-03-17,30944.0,,,1950.0,,,,206.0
Belarus,Europe,2021-03-18,30944.0,,,2249.0,,,,238.0
Belarus,Europe,2021-03-19,30944.0,,,2548.0,,,,270.0
Belarus,Europe,2021-03-20,30944.0,,,2548.0,,,,270.0
Belarus,Europe,2021-03-21,30944.0,,,2548.0,,,,270.0
Belarus,Europe,2021-03-22,30944.0,,,2548.0,,,,270.0
Belarus,Europe,2021-03-23,30944.0,,,2548.0,,,,270.0
Belarus,Europe,2021-03-24,30944.0,,,2548.0,,,,270.0
Belarus,Europe,2021-03-25,30944.0,,,2548.0,,,,270.0
Belarus,Europe,2021-03-26,66618.0,40518.0,26100.0,2548.0,0.71,0.43,0.28,270.0
Belarus,Europe,2021-03-27,66618.0,,,2709.0,,,,287.0
Belarus,Europe,2021-03-28,66618.0,,,2871.0,,,,304.0
Belarus,Europe,2021-03-29,66618.0,,,3032.0,,,,321.0
Belarus,Europe,2021-03-30,66618.0,,,3193.0,,,,338.0
Belarus,Europe,2021-03-31,66618.0,,,3355.0,,,,355.0
Belarus,Europe,2021-04-01,66618.0,,,3516.0,,,,372.0
Belarus,Europe,2021-04-02,66618.0,,,3677.0,,,,389.0
Belarus,Europe,2021-04-03,66618.0,,,3677.0,,,,389.0
Belarus,Europe,2021-04-04,66618.0,,,3677.0,,,,389.0
Belarus,Europe,2021-04-05,66618.0,,,3677.0,,,,389.0
Belarus,Europe,2021-04-06,66618.0,,,3677.0,,,,389.0
Belarus,Europe,2021-04-07,66618.0,,,3677.0,,,,389.0
Belarus,Europe,2021-04-08,66618.0,,,3677.0,,,,389.0
Belarus,Europe,2021-04-09,118100.0,92000.0,26100.0,3677.0,1.25,0.97,0.28,389.0
Belarus,Europe,2021-04-10,118100.0,,,5299.0,,,,561.0
Belarus,Europe,2021-04-11,118100.0,,,6921.0,,,,732.0
Belarus,Europe,2021-04-12,118100.0,,,8542.0,,,,904.0
Belarus,Europe,2021-04-13,118100.0,,,10164.0,,,,1076.0
Belarus,Europe,2021-04-14,118100.0,,,11785.0,,,,1247.0
Belarus,Europe,2021-04-15,118100.0,,,13407.0,,,,1419.0
Belarus,Europe,2021-04-16,118100.0,,,15029.0,,,,1590.0
Belarus,Europe,2021-04-17,118100.0,,,15029.0,,,,1590.0
Belarus,Europe,2021-04-18,118100.0,,,15029.0,,,,1590.0
Belarus,Europe,2021-04-19,118100.0,,,15029.0,,,,1590.0
Belarus,Europe,2021-04-20,118100.0,,,15029.0,,,,1590.0
Belarus,Europe,2021-04-21,118100.0,,,15029.0,,,,1590.0
Belarus,Europe,2021-04-22,118100.0,,,15029.0,,,,1590.0
Belarus,Europe,2021-04-23,328500.0,244000.0,84500.0,15029.0,3.48,2.58,0.89,1590.0
Belgium,Europe,2020-12-28,298.0,298.0,,,0.0,0.0,,
Belgium,Europe,2020-12-29,299.0,299.0,,1.0,0.0,0.0,,0.0
Belgium,Europe,2020-12-30,777.0,777.0,,240.0,0.01,0.01,,21.0
Belgium,Europe,2020-12-31,786.0,786.0,,163.0,0.01,0.01,,14.0
Belgium,Europe,2021-01-01,794.0,794.0,,124.0,0.01,0.01,,11.0
Belgium,Europe,2021-01-02,794.0,,,99.0,,,,9.0
Belgium,Europe,2021-01-03,794.0,,,83.0,,,,7.0
Belgium,Europe,2021-01-04,796.0,796.0,,71.0,0.01,0.01,,6.0
Belgium,Europe,2021-01-05,2496.0,2496.0,,314.0,0.02,0.02,,27.0
Belgium,Europe,2021-01-06,6380.0,6380.0,,800.0,0.06,0.06,,69.0
Belgium,Europe,2021-01-07,14562.0,14562.0,,1968.0,0.13,0.13,,170.0
Belgium,Europe,2021-01-08,23802.0,23802.0,,3287.0,0.21,0.21,,284.0
Belgium,Europe,2021-01-09,27008.0,27008.0,,3745.0,0.23,0.23,,323.0
Belgium,Europe,2021-01-10,27407.0,27407.0,,3802.0,0.24,0.24,,328.0
Belgium,Europe,2021-01-11,32987.0,32987.0,,4599.0,0.28,0.28,,397.0
Belgium,Europe,2021-01-12,48687.0,48687.0,,6599.0,0.42,0.42,,569.0
Belgium,Europe,2021-01-13,70097.0,70097.0,,9102.0,0.6,0.6,,785.0
Belgium,Europe,2021-01-14,93311.0,93311.0,,11250.0,0.81,0.81,,971.0
Belgium,Europe,2021-01-15,116635.0,116635.0,,13262.0,1.01,1.01,,1144.0
Belgium,Europe,2021-01-16,121794.0,121794.0,,13541.0,1.05,1.05,,1168.0
Belgium,Europe,2021-01-17,125099.0,125099.0,,13956.0,1.08,1.08,,1204.0
Belgium,Europe,2021-01-18,136125.0,136016.0,109.0,14734.0,1.17,1.17,0.0,1271.0
Belgium,Europe,2021-01-19,155359.0,155069.0,290.0,15239.0,1.34,1.34,0.0,1315.0
Belgium,Europe,2021-01-20,176597.0,175884.0,713.0,15214.0,1.52,1.52,0.01,1313.0
Belgium,Europe,2021-01-21,206712.0,205999.0,713.0,16200.0,1.78,1.78,0.01,1398.0
Belgium,Europe,2021-01-22,236131.0,235386.0,745.0,17071.0,2.04,2.03,0.01,1473.0
Belgium,Europe,2021-01-23,244427.0,243675.0,752.0,17519.0,2.11,2.1,0.01,1512.0
Belgium,Europe,2021-01-24,246303.0,245551.0,752.0,17315.0,2.13,2.12,0.01,1494.0
Belgium,Europe,2021-01-25,257560.0,256808.0,752.0,17348.0,2.22,2.22,0.01,1497.0
Belgium,Europe,2021-01-26,270236.0,267780.0,2456.0,16411.0,2.33,2.31,0.02,1416.0
Belgium,Europe,2021-01-27,286692.0,280828.0,5864.0,15728.0,2.47,2.42,0.05,1357.0
Belgium,Europe,2021-01-28,309733.0,296387.0,13346.0,14717.0,2.67,2.56,0.12,1270.0
Belgium,Europe,2021-01-29,330791.0,308522.0,22269.0,13523.0,2.85,2.66,0.19,1167.0
Belgium,Europe,2021-01-30,335255.0,310112.0,25143.0,12975.0,2.89,2.68,0.22,1120.0
Belgium,Europe,2021-01-31,336158.0,310687.0,25471.0,12836.0,2.9,2.68,0.22,1108.0
Belgium,Europe,2021-02-01,343839.0,314611.0,29228.0,12326.0,2.97,2.71,0.25,1064.0
Belgium,Europe,2021-02-02,367756.0,324771.0,42985.0,13931.0,3.17,2.8,0.37,1202.0
Belgium,Europe,2021-02-03,398377.0,334826.0,63551.0,15955.0,3.44,2.89,0.55,1377.0
Belgium,Europe,2021-02-04,432161.0,344749.0,87412.0,17490.0,3.73,2.97,0.75,1509.0
Belgium,Europe,2021-02-05,462701.0,352675.0,110026.0,18844.0,3.99,3.04,0.95,1626.0
Belgium,Europe,2021-02-06,469158.0,353917.0,115241.0,19129.0,4.05,3.05,0.99,1651.0
Belgium,Europe,2021-02-07,472531.0,354225.0,118306.0,19482.0,4.08,3.06,1.02,1681.0
Belgium,Europe,2021-02-08,482601.0,356564.0,126037.0,19823.0,4.16,3.08,1.09,1710.0
Belgium,Europe,2021-02-09,510106.0,364614.0,145492.0,20336.0,4.4,3.15,1.26,1755.0
Belgium,Europe,2021-02-10,535393.0,371236.0,164157.0,19574.0,4.62,3.2,1.42,1689.0
Belgium,Europe,2021-02-11,571485.0,379267.0,192218.0,19903.0,4.93,3.27,1.66,1717.0
Belgium,Europe,2021-02-12,605629.0,385924.0,219705.0,20418.0,5.23,3.33,1.9,1762.0
Belgium,Europe,2021-02-13,614213.0,386487.0,227726.0,20722.0,5.3,3.33,1.96,1788.0
Belgium,Europe,2021-02-14,616130.0,386560.0,229570.0,20514.0,5.32,3.34,1.98,1770.0
Belgium,Europe,2021-02-15,629738.0,388605.0,241133.0,21020.0,5.43,3.35,2.08,1814.0
Belgium,Europe,2021-02-16,644184.0,392615.0,251569.0,19154.0,5.56,3.39,2.17,1653.0
Belgium,Europe,2021-02-17,663845.0,399710.0,264135.0,18350.0,5.73,3.45,2.28,1583.0
Belgium,Europe,2021-02-18,691587.0,410633.0,280954.0,17157.0,5.97,3.54,2.42,1480.0
Belgium,Europe,2021-02-19,722208.0,428343.0,293865.0,16654.0,6.23,3.7,2.54,1437.0
Belgium,Europe,2021-02-20,728131.0,432693.0,295438.0,16274.0,6.28,3.73,2.55,1404.0
Belgium,Europe,2021-02-21,730282.0,434581.0,295701.0,16307.0,6.3,3.75,2.55,1407.0
Belgium,Europe,2021-02-22,742814.0,444302.0,298512.0,16154.0,6.41,3.83,2.58,1394.0
Belgium,Europe,2021-02-23,762624.0,456469.0,306155.0,16920.0,6.58,3.94,2.64,1460.0
Belgium,Europe,2021-02-24,785508.0,471224.0,314284.0,17380.0,6.78,4.07,2.71,1500.0
Belgium,Europe,2021-02-25,816999.0,493912.0,323087.0,17916.0,7.05,4.26,2.79,1546.0
Belgium,Europe,2021-02-26,848644.0,518894.0,329750.0,18062.0,7.32,4.48,2.85,1558.0
Belgium,Europe,2021-02-27,852932.0,522425.0,330507.0,17829.0,7.36,4.51,2.85,1538.0
Belgium,Europe,2021-02-28,853755.0,523004.0,330751.0,17639.0,7.37,4.51,2.85,1522.0
Belgium,Europe,2021-03-01,867069.0,533629.0,333440.0,17751.0,7.48,4.6,2.88,1532.0
Belgium,Europe,2021-03-02,890382.0,550194.0,340188.0,18251.0,7.68,4.75,2.94,1575.0
Belgium,Europe,2021-03-03,920002.0,573848.0,346154.0,19213.0,7.94,4.95,2.99,1658.0
Belgium,Europe,2021-03-04,968942.0,614402.0,354540.0,21706.0,8.36,5.3,3.06,1873.0
Belgium,Europe,2021-03-05,1012103.0,651377.0,360726.0,23351.0,8.73,5.62,3.11,2015.0
Belgium,Europe,2021-03-06,1020562.0,659125.0,361437.0,23947.0,8.81,5.69,3.12,2066.0
Belgium,Europe,2021-03-07,1022031.0,660417.0,361614.0,24039.0,8.82,5.7,3.12,2074.0
Belgium,Europe,2021-03-08,1039236.0,675661.0,363575.0,24595.0,8.97,5.83,3.14,2122.0
Belgium,Europe,2021-03-09,1067555.0,696989.0,370566.0,25310.0,9.21,6.01,3.2,2184.0
Belgium,Europe,2021-03-10,1103038.0,723523.0,379515.0,26148.0,9.52,6.24,3.27,2256.0
Belgium,Europe,2021-03-11,1156488.0,767107.0,389381.0,26792.0,9.98,6.62,3.36,2312.0
Belgium,Europe,2021-03-12,1200049.0,797643.0,402406.0,26849.0,10.35,6.88,3.47,2317.0
Belgium,Europe,2021-03-13,1209609.0,805155.0,404454.0,27007.0,10.44,6.95,3.49,2330.0
Belgium,Europe,2021-03-14,1211022.0,805297.0,405725.0,26999.0,10.45,6.95,3.5,2330.0
Belgium,Europe,2021-03-15,1241232.0,830905.0,410327.0,28857.0,10.71,7.17,3.54,2490.0
Belgium,Europe,2021-03-16,1287397.0,872967.0,414430.0,31406.0,11.11,7.53,3.58,2710.0
Belgium,Europe,2021-03-17,1334410.0,911328.0,423082.0,33053.0,11.51,7.86,3.65,2852.0
Belgium,Europe,2021-03-18,1408185.0,968594.0,439591.0,35957.0,12.15,8.36,3.79,3103.0
Belgium,Europe,2021-03-19,1474308.0,1016148.0,458160.0,39180.0,12.72,8.77,3.95,3381.0
Belgium,Europe,2021-03-20,1495794.0,1036296.0,459498.0,40884.0,12.91,8.94,3.96,3528.0
Belgium,Europe,2021-03-21,1496694.0,1036685.0,460009.0,40810.0,12.91,8.94,3.97,3521.0
Belgium,Europe,2021-03-22,1528923.0,1063799.0,465124.0,41099.0,13.19,9.18,4.01,3546.0
Belgium,Europe,2021-03-23,1576360.0,1105691.0,470669.0,41280.0,13.6,9.54,4.06,3562.0
Belgium,Europe,2021-03-24,1636480.0,1155458.0,481022.0,43153.0,14.12,9.97,4.15,3723.0
Belgium,Europe,2021-03-25,1711317.0,1210863.0,500454.0,43305.0,14.77,10.45,4.32,3737.0
Belgium,Europe,2021-03-26,1778765.0,1259861.0,518904.0,43494.0,15.35,10.87,4.48,3753.0
Belgium,Europe,2021-03-27,1800810.0,1278191.0,522619.0,43574.0,15.54,11.03,4.51,3760.0
Belgium,Europe,2021-03-28,1803143.0,1279579.0,523564.0,43778.0,15.56,11.04,4.52,3777.0
Belgium,Europe,2021-03-29,1826384.0,1297725.0,528659.0,42494.0,15.76,11.2,4.56,3667.0
Belgium,Europe,2021-03-30,1858181.0,1323978.0,534203.0,40260.0,16.03,11.42,4.61,3474.0
Belgium,Europe,2021-03-31,1941489.0,1396397.0,545092.0,43573.0,16.75,12.05,4.7,3760.0
Belgium,Europe,2021-04-01,2041875.0,1472501.0,569374.0,47223.0,17.62,12.71,4.91,4075.0
Belgium,Europe,2021-04-02,2123064.0,1536622.0,586442.0,49186.0,18.32,13.26,5.06,4244.0
Belgium,Europe,2021-04-03,2143739.0,1555999.0,587740.0,48990.0,18.5,13.43,5.07,4227.0
Belgium,Europe,2021-04-04,2143816.0,1556011.0,587805.0,48668.0,18.5,13.43,5.07,4199.0
Belgium,Europe,2021-04-05,2158356.0,1567942.0,590414.0,47425.0,18.62,13.53,5.09,4092.0
Belgium,Europe,2021-04-06,2204388.0,1605081.0,599307.0,49458.0,19.02,13.85,5.17,4267.0
Belgium,Europe,2021-04-07,2250317.0,1641511.0,608806.0,44118.0,19.42,14.16,5.25,3807.0
Belgium,Europe,2021-04-08,2372931.0,1748894.0,624037.0,47294.0,20.47,15.09,5.38,4081.0
Belgium,Europe,2021-04-09,2504548.0,1866150.0,638398.0,54498.0,21.61,16.1,5.51,4702.0
Belgium,Europe,2021-04-10,2572306.0,1930174.0,642132.0,61224.0,22.19,16.65,5.54,5283.0
Belgium,Europe,2021-04-11,2576170.0,1933728.0,642442.0,61765.0,22.23,16.69,5.54,5329.0
Belgium,Europe,2021-04-12,2622572.0,1971899.0,650673.0,66317.0,22.63,17.01,5.61,5722.0
Belgium,Europe,2021-04-13,2693359.0,2034802.0,658557.0,69853.0,23.24,17.56,5.68,6027.0
Belgium,Europe,2021-04-14,2791312.0,2109537.0,681775.0,77285.0,24.08,18.2,5.88,6668.0
Belgium,Europe,2021-04-15,2900552.0,2194164.0,706388.0,75374.0,25.03,18.93,6.1,6504.0
Belgium,Europe,2021-04-16,2993081.0,2270599.0,722482.0,69790.0,25.83,19.59,6.23,6022.0
Belgium,Europe,2021-04-17,3049239.0,2321165.0,728074.0,68133.0,26.31,20.03,6.28,5879.0
Belgium,Europe,2021-04-18,3055204.0,2327063.0,728141.0,68433.0,26.36,20.08,6.28,5905.0
Belgium,Europe,2021-04-19,3114065.0,2382057.0,732008.0,70213.0,26.87,20.55,6.32,6058.0
Belgium,Europe,2021-04-20,3162167.0,2427461.0,734706.0,66973.0,27.28,20.95,6.34,5779.0
Belgium,Europe,2021-04-21,3248206.0,2509604.0,738602.0,65271.0,28.03,21.65,6.37,5632.0
Belgium,Europe,2021-04-22,3332658.0,2589775.0,742883.0,61729.0,28.76,22.35,6.41,5326.0
Belgium,Europe,2021-04-23,3392640.0,2644604.0,748036.0,57080.0,29.27,22.82,6.45,4925.0
Belgium,Europe,2021-04-24,3426409.0,2677091.0,749318.0,53881.0,29.56,23.1,6.47,4649.0
Belgium,Europe,2021-04-25,3431848.0,2682515.0,749333.0,53806.0,29.61,23.15,6.47,4643.0
Belize,North America,2021-02-28,0.0,0.0,,,0.0,0.0,,
Belize,North America,2021-03-01,0.0,,,208.0,,,,523.0
Belize,North America,2021-03-02,417.0,417.0,,208.0,0.1,0.1,,523.0
Belize,North America,2021-03-03,673.0,673.0,,224.0,0.17,0.17,,563.0
Belize,North America,2021-03-04,817.0,817.0,,204.0,0.21,0.21,,513.0
Belize,North America,2021-03-05,996.0,996.0,,199.0,0.25,0.25,,500.0
Belize,North America,2021-03-06,996.0,,,186.0,,,,468.0
Belize,North America,2021-03-07,996.0,,,176.0,,,,443.0
Belize,North America,2021-03-08,996.0,,,163.0,,,,410.0
Belize,North America,2021-03-09,1466.0,1466.0,,150.0,0.37,0.37,,377.0
Belize,North America,2021-03-10,2489.0,2489.0,,259.0,0.63,0.63,,651.0
Belize,North America,2021-03-11,4933.0,4933.0,,588.0,1.24,1.24,,1479.0
Belize,North America,2021-03-12,7444.0,7444.0,,921.0,1.87,1.87,,2316.0
Belize,North America,2021-03-13,7444.0,,,1006.0,,,,2530.0
Belize,North America,2021-03-14,7444.0,,,1091.0,,,,2744.0
Belize,North America,2021-03-15,9585.0,9585.0,,1177.0,2.41,2.41,,2960.0
Belize,North America,2021-03-16,10972.0,10972.0,,1358.0,2.76,2.76,,3415.0
Belize,North America,2021-03-17,11943.0,11943.0,,1351.0,3.0,3.0,,3398.0
Belize,North America,2021-03-18,13150.0,13150.0,,1174.0,3.31,3.31,,2953.0
Belize,North America,2021-03-19,15006.0,15006.0,,1080.0,3.77,3.77,,2716.0
Belize,North America,2021-03-20,15006.0,,,1035.0,,,,2603.0
Belize,North America,2021-03-21,15006.0,,,990.0,,,,2490.0
Belize,North America,2021-03-22,16202.0,16202.0,,945.0,4.07,4.07,,2377.0
Belize,North America,2021-03-23,17282.0,17282.0,,901.0,4.35,4.35,,2266.0
Belize,North America,2021-03-24,18182.0,18182.0,,891.0,4.57,4.57,,2241.0
Belize,North America,2021-03-25,18182.0,,,878.0,,,,2208.0
Belize,North America,2021-03-26,20411.0,20411.0,,772.0,5.13,5.13,,1942.0
Belize,North America,2021-03-27,20411.0,,,763.0,,,,1919.0
Belize,North America,2021-03-28,20411.0,,,753.0,,,,1894.0
Belize,North America,2021-03-29,20411.0,,,743.0,,,,1869.0
Belize,North America,2021-03-30,20411.0,,,636.0,,,,1600.0
Belize,North America,2021-03-31,22067.0,22067.0,,555.0,5.55,5.55,,1396.0
Belize,North America,2021-04-01,22067.0,,,434.0,,,,1091.0
Belize,North America,2021-04-02,22067.0,,,314.0,,,,790.0
Belize,North America,2021-04-03,22067.0,,,305.0,,,,767.0
Belize,North America,2021-04-04,22067.0,,,296.0,,,,744.0
Belize,North America,2021-04-05,22067.0,,,288.0,,,,724.0
Belize,North America,2021-04-06,22067.0,,,279.0,,,,702.0
Belize,North America,2021-04-07,23958.0,23958.0,,270.0,6.03,6.03,,679.0
Belize,North America,2021-04-08,23958.0,,,474.0,,,,1192.0
Belize,North America,2021-04-09,27353.0,27353.0,,678.0,6.88,6.88,,1705.0
Belize,North America,2021-04-10,27353.0,,,679.0,,,,1708.0
Belize,North America,2021-04-11,27353.0,,,680.0,,,,1710.0
Belize,North America,2021-04-12,28188.0,28188.0,,681.0,7.09,7.09,,1713.0
Belize,North America,2021-04-13,29939.0,29939.0,,893.0,7.53,7.53,,2246.0
Belize,North America,2021-04-14,29939.0,,,1086.0,,,,2731.0
Belize,North America,2021-04-15,33180.0,33180.0,,1075.0,8.34,8.34,,2704.0
Belize,North America,2021-04-16,34262.0,34262.0,,987.0,8.62,8.62,,2482.0
Belize,North America,2021-04-17,34262.0,,,1009.0,,,,2538.0
Belize,North America,2021-04-18,34262.0,,,1031.0,,,,2593.0
Belize,North America,2021-04-19,34262.0,,,1053.0,,,,2648.0
Belize,North America,2021-04-20,35990.0,35990.0,,864.0,9.05,9.05,,2173.0
Belize,North America,2021-04-21,37097.0,37097.0,,791.0,9.33,9.33,,1989.0
Belize,North America,2021-04-22,38176.0,38176.0,,714.0,9.6,9.6,,1796.0
Belize,North America,2021-04-23,39330.0,39330.0,,724.0,9.89,9.89,,1821.0
Bermuda,,2021-01-10,0.0,0.0,,,0.0,0.0,,
Bermuda,,2021-01-11,0.0,,,278.0,,,,4464.0
Bermuda,,2021-01-12,0.0,,,278.0,,,,4464.0
Bermuda,,2021-01-13,0.0,,,278.0,,,,4464.0
Bermuda,,2021-01-14,0.0,,,278.0,,,,4464.0
Bermuda,,2021-01-15,0.0,,,278.0,,,,4464.0
Bermuda,,2021-01-16,1665.0,1665.0,,278.0,2.67,2.67,,4464.0
Bermuda,,2021-01-17,1665.0,,,264.0,,,,4239.0
Bermuda,,2021-01-18,1665.0,,,250.0,,,,4015.0
