continent,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Oceania,2021-02-23,2979.0,2979.0,,426.0,0.01,0.01,,10.0
Oceania,2021-02-24,7908.0,7908.0,,1130.0,0.02,0.02,,26.0
Oceania,2021-02-25,18500.0,18500.0,,2643.0,0.04,0.04,,62.0
Oceania,2021-02-26,26000.0,26000.0,,3710.0,0.06,0.06,,87.0
Oceania,2021-02-27,31000.0,31000.0,,4414.0,0.07,0.07,,103.0
Oceania,2021-02-28,33394.0,33394.0,,4756.0,0.08,0.08,,111.0
Oceania,2021-03-01,35202.0,35202.0,,5012.0,0.08,0.08,,117.0
Oceania,2021-03-02,43407.0,43407.0,,5775.0,0.1,0.1,,135.0
Oceania,2021-03-03,60271.0,60271.0,,7480.0,0.14,0.14,,175.0
Oceania,2021-03-04,70439.0,70439.0,,7420.0,0.17,0.17,,174.0
Oceania,2021-03-05,81298.0,81298.0,,7900.0,0.19,0.19,,185.0
Oceania,2021-03-06,86371.0,86371.0,,7910.0,0.2,0.2,,185.0
Oceania,2021-03-07,90776.0,90776.0,,8197.0,0.21,0.21,,192.0
Oceania,2021-03-08,95800.0,95800.0,,8657.0,0.22,0.22,,203.0
Oceania,2021-03-09,104339.0,104339.0,,8705.0,0.24,0.24,,204.0
Oceania,2021-03-10,124200.0,124200.0,,9133.0,0.29,0.29,,214.0
Oceania,2021-03-11,143000.0,143000.0,,10366.0,0.34,0.34,,243.0
Oceania,2021-03-12,153103.0,153103.0,,10258.0,0.36,0.36,,240.0
Oceania,2021-03-13,177294.0,177294.0,,12989.0,0.42,0.42,,304.0
Oceania,2021-03-14,180551.0,177294.0,,12825.0,0.42,0.42,,301.0
Oceania,2021-03-15,182781.0,177294.0,,12426.0,0.43,0.42,,291.0
Oceania,2021-03-16,200437.0,177294.0,,13728.0,0.47,0.42,,322.0
Oceania,2021-03-17,230557.0,186294.0,,15194.0,0.54,0.44,,356.0
Oceania,2021-03-18,253057.0,186294.0,,15722.0,0.59,0.44,,368.0
Oceania,2021-03-19,267754.0,186294.0,,16379.0,0.63,0.44,,384.0
Oceania,2021-03-20,280831.0,186294.0,,14791.0,0.66,0.44,,347.0
Oceania,2021-03-21,284019.0,186294.0,,14781.0,0.67,0.44,,346.0
Oceania,2021-03-22,309184.0,186294.0,,18058.0,0.72,0.44,,423.0
South America,2020-12-24,420.0,420.0,,,0.0,0.0,,
South America,2020-12-25,5198.0,5198.0,,4778.0,0.0,0.0,,11.0
South America,2020-12-26,8338.0,8338.0,,3959.0,0.0,0.0,,9.0
South America,2020-12-27,8649.0,8649.0,,2743.0,0.0,0.0,,6.0
South America,2020-12-28,8649.0,8649.0,,2057.0,0.0,0.0,,5.0
South America,2020-12-29,9349.0,8649.0,,1786.0,0.0,0.0,,4.0
South America,2020-12-30,9349.0,8649.0,,1488.0,0.0,0.0,,3.0
South America,2020-12-31,40662.0,8649.0,,5749.0,0.01,0.0,,13.0
South America,2021-01-01,40662.0,8649.0,,5066.0,0.01,0.0,,12.0
South America,2021-01-02,40662.0,8649.0,,4618.0,0.01,0.0,,11.0
South America,2021-01-03,40662.0,8649.0,,4573.0,0.01,0.0,,11.0
South America,2021-01-04,48653.0,9054.0,,5715.0,0.01,0.0,,13.0
South America,2021-01-05,50096.0,10497.0,,5821.0,0.01,0.0,,14.0
South America,2021-01-06,50301.0,10702.0,,5850.0,0.01,0.0,,14.0
South America,2021-01-07,50301.0,10702.0,,1377.0,0.01,0.0,,3.0
South America,2021-01-08,118244.0,10702.0,,11083.0,0.03,0.0,,26.0
South America,2021-01-09,118244.0,10702.0,,11083.0,0.03,0.0,,26.0
South America,2021-01-10,118244.0,10702.0,,11083.0,0.03,0.0,,26.0
South America,2021-01-11,118244.0,10702.0,,9942.0,0.03,0.0,,23.0
South America,2021-01-12,118244.0,10702.0,,9735.0,0.03,0.0,,23.0
South America,2021-01-13,178565.0,10703.0,1029.0,18323.0,0.04,0.0,0.0,43.0
South America,2021-01-14,185479.0,12821.0,5825.0,19311.0,0.04,0.0,0.0,45.0
South America,2021-01-15,222834.0,13778.0,8297.0,14941.0,0.05,0.0,0.0,35.0
South America,2021-01-16,222924.0,13801.0,8364.0,14954.0,0.05,0.0,0.0,35.0
South America,2021-01-17,223036.0,13913.0,8364.0,14970.0,0.05,0.0,0.0,35.0
South America,2021-01-18,235078.0,25955.0,8364.0,16691.0,0.05,0.01,0.0,39.0
South America,2021-01-19,264797.0,55672.0,8366.0,20936.0,0.06,0.01,0.0,49.0
South America,2021-01-20,338353.0,325593.0,12760.0,22827.0,0.08,0.08,0.0,53.0
South America,2021-01-21,467182.0,442464.0,24718.0,40243.0,0.11,0.1,0.01,93.0
South America,2021-01-22,590938.0,557426.0,33512.0,52586.0,0.14,0.13,0.01,122.0
South America,2021-01-23,891297.0,853743.0,37554.0,95482.0,0.21,0.2,0.01,222.0
South America,2021-01-24,962204.0,921851.0,40353.0,105595.0,0.22,0.21,0.01,245.0
South America,2021-01-25,1059870.0,1017840.0,42030.0,117827.0,0.25,0.24,0.01,274.0
South America,2021-01-26,1222255.0,1172983.0,49272.0,136780.0,0.28,0.27,0.01,318.0
South America,2021-01-27,1518319.0,1462214.0,56105.0,168567.0,0.35,0.34,0.01,391.0
South America,2021-01-28,1849300.0,1787454.0,61846.0,197445.0,0.43,0.41,0.01,458.0
South America,2021-01-29,2082484.0,1995308.0,75983.0,213078.0,0.48,0.46,0.02,495.0
South America,2021-01-30,2440040.0,2264842.0,95761.0,221249.0,0.57,0.53,0.02,514.0
South America,2021-01-31,2510916.0,2387552.0,95761.0,221245.0,0.58,0.55,0.02,514.0
South America,2021-02-01,2571134.0,2449207.0,104674.0,215895.0,0.6,0.57,0.02,501.0
South America,2021-02-02,2753594.0,2647321.0,104680.0,218763.0,0.64,0.61,0.02,508.0
South America,2021-02-03,3175772.0,3049440.0,122772.0,236779.0,0.74,0.71,0.03,550.0
South America,2021-02-04,3953980.0,3791605.0,158815.0,300669.0,0.92,0.88,0.04,698.0
South America,2021-02-05,4125126.0,3962081.0,159485.0,291806.0,0.96,0.92,0.04,677.0
South America,2021-02-06,4506845.0,4324252.0,179033.0,295258.0,1.05,1.0,0.04,685.0
South America,2021-02-07,4697547.0,4479285.0,214702.0,312376.0,1.09,1.04,0.05,725.0
South America,2021-02-08,4993033.0,4749565.0,239908.0,345986.0,1.16,1.1,0.06,803.0
South America,2021-02-09,5474940.0,5203246.0,268134.0,388764.0,1.27,1.21,0.06,903.0
South America,2021-02-10,6094557.0,5790168.0,300829.0,416969.0,1.41,1.34,0.07,968.0
South America,2021-02-11,6713178.0,6356456.0,346555.0,394171.0,1.56,1.48,0.08,915.0
South America,2021-02-12,7282947.0,6883582.0,389198.0,451117.0,1.69,1.6,0.09,1047.0
South America,2021-02-13,7775161.0,7296153.0,468841.0,466902.0,1.8,1.69,0.11,1084.0
South America,2021-02-14,7899923.0,7402286.0,487470.0,457482.0,1.83,1.72,0.11,1062.0
South America,2021-02-15,8236400.0,7714997.0,511236.0,463338.0,1.91,1.79,0.12,1076.0
South America,2021-02-16,8780888.0,8191418.0,579303.0,472278.0,2.04,1.9,0.13,1096.0
South America,2021-02-17,9249012.0,8385264.0,853581.0,450636.0,2.15,1.95,0.2,1046.0
South America,2021-02-18,9765267.0,8730432.0,1024668.0,436013.0,2.27,2.03,0.24,1012.0
South America,2021-02-19,10310877.0,9094612.0,1206098.0,432561.0,2.39,2.11,0.28,1004.0
South America,2021-02-20,10673837.0,9287600.0,1376070.0,414097.0,2.48,2.16,0.32,961.0
South America,2021-02-21,10836670.0,9372542.0,1453961.0,419535.0,2.52,2.18,0.34,974.0
South America,2021-02-22,11058658.0,9556053.0,1492438.0,403180.0,2.57,2.22,0.35,936.0
South America,2021-02-23,11475420.0,9848349.0,1616904.0,384933.0,2.66,2.29,0.38,894.0
South America,2021-02-24,11891095.0,10118565.0,1762363.0,377440.0,2.76,2.35,0.41,876.0
South America,2021-02-25,12304673.0,10366708.0,1927798.0,362772.0,2.86,2.41,0.45,842.0
South America,2021-02-26,12789449.0,10681015.0,2098267.0,354082.0,2.97,2.48,0.49,822.0
South America,2021-02-27,13140339.0,10895568.0,2234604.0,352357.0,3.05,2.53,0.52,818.0
South America,2021-02-28,13309851.0,11031339.0,2268345.0,353312.0,3.09,2.56,0.53,820.0
South America,2021-03-01,13565883.0,11275669.0,2280047.0,358175.0,3.15,2.62,0.53,831.0
South America,2021-03-02,14241780.0,11818465.0,2423315.0,395194.0,3.31,2.74,0.56,917.0
South America,2021-03-03,15103961.0,12384300.0,2719661.0,458981.0,3.51,2.87,0.63,1066.0
South America,2021-03-04,16027899.0,12955839.0,3072060.0,531889.0,3.72,3.01,0.71,1235.0
South America,2021-03-05,16944047.0,13522441.0,3421606.0,593514.0,3.93,3.14,0.79,1378.0
South America,2021-03-06,17108944.0,13650868.0,3458076.0,566944.0,3.97,3.17,0.8,1316.0
South America,2021-03-07,17313816.0,13805197.0,3482790.0,571995.0,4.02,3.2,0.81,1328.0
South America,2021-03-08,17762117.0,14010634.0,3705815.0,599462.0,4.12,3.25,0.86,1392.0
South America,2021-03-09,18332904.0,14291321.0,3951359.0,584446.0,4.26,3.32,0.92,1357.0
South America,2021-03-10,19219713.0,14744829.0,4265045.0,587965.0,4.46,3.42,0.99,1365.0
South America,2021-03-11,20327269.0,15661514.0,4665755.0,614196.0,4.72,3.64,1.08,1426.0
South America,2021-03-12,21469562.0,16389314.0,5080248.0,646502.0,4.98,3.8,1.18,1501.0
South America,2021-03-13,22072658.0,16821597.0,5251061.0,709102.0,5.12,3.91,1.22,1646.0
South America,2021-03-14,22292338.0,16987026.0,5305312.0,711217.0,5.18,3.94,1.23,1651.0
South America,2021-03-15,23331107.0,17609766.0,5721191.0,795570.0,5.42,4.09,1.33,1847.0
South America,2021-03-16,23974224.0,17963944.0,6009785.0,805903.0,5.57,4.17,1.4,1871.0
South America,2021-03-17,25344117.0,18821439.0,6521763.0,874915.0,5.88,4.37,1.51,2031.0
South America,2021-03-18,26272863.0,19461445.0,6810198.0,849371.0,6.1,4.52,1.58,1972.0
South America,2021-03-19,27176862.0,20093649.0,7081843.0,815329.0,6.31,4.66,1.64,1893.0
South America,2021-03-20,27563195.0,20414832.0,7146993.0,784362.0,6.4,4.74,1.66,1821.0
South America,2021-03-21,27741214.0,20560211.0,7179633.0,778411.0,6.44,4.77,1.67,1807.0
South America,2021-03-22,28601539.0,21191170.0,7408999.0,752919.0,6.64,4.92,1.72,1748.0
