date,cases,new_cases,deaths,new_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
2021-02-27,113876236.0,389230.0,2527985.0,8140.0,238707234.0,145182520.0,51152444.0,4991027.0,3.06,1.86,0.66,640.0
2021-02-28,114179745.0,303509.0,2533419.0,5434.0,255350921.0,148141616.0,52655567.0,6861635.0,3.28,1.9,0.68,880.0
2021-03-01,114485609.0,305864.0,2540625.0,7206.0,260295849.0,151592947.0,54097634.0,7058501.0,3.34,1.94,0.69,906.0
2021-03-02,114795897.0,310288.0,2551059.0,10434.0,270754171.0,159157309.0,56783250.0,7913221.0,3.47,2.04,0.73,1015.0
2021-03-03,115237039.0,441142.0,2562132.0,11073.0,278065315.0,164066197.0,58952722.0,8163115.0,3.57,2.1,0.76,1047.0
2021-03-04,115690088.0,453049.0,2571910.0,9778.0,286499349.0,169758506.0,61387347.0,8496076.0,3.68,2.18,0.79,1090.0
2021-03-05,116137142.0,447054.0,2581927.0,10017.0,294633961.0,175486143.0,63675932.0,8758435.0,3.78,2.25,0.82,1124.0
2021-03-06,116547675.0,410533.0,2589758.0,7831.0,302077970.0,180504276.0,65785437.0,9052962.0,3.88,2.32,0.84,1161.0
2021-03-07,116915987.0,368312.0,2595031.0,5273.0,307570462.0,184282524.0,67152407.0,7459934.0,3.95,2.36,0.86,957.0
2021-03-08,117214710.0,298723.0,2601891.0,6860.0,314440130.0,189344363.0,68997106.0,7734897.0,4.03,2.43,0.89,992.0
2021-03-09,117629375.0,414665.0,2611872.0,9981.0,321394095.0,194313896.0,70783297.0,7234275.0,4.12,2.49,0.91,928.0
2021-03-10,118096454.0,467079.0,2621561.0,9689.0,330102382.0,200455008.0,73328861.0,7433867.0,4.23,2.57,0.94,954.0
2021-03-11,118573350.0,476896.0,2631326.0,9765.0,338301484.0,205630392.0,75832435.0,7400305.0,4.34,2.64,0.97,949.0
2021-03-12,119062678.0,489328.0,2640951.0,9625.0,348059301.0,212428222.0,78843594.0,7632191.0,4.47,2.73,1.01,979.0
2021-03-13,119516794.0,454116.0,2648935.0,7984.0,358067761.0,219996536.0,82096142.0,7998542.0,4.59,2.82,1.05,1026.0
2021-03-14,119877179.0,360385.0,2654433.0,5498.0,374844314.0,223121700.0,83169995.0,9610550.0,4.81,2.86,1.07,1233.0
2021-03-15,120226080.0,348901.0,2661253.0,6820.0,384603329.0,229977852.0,86099566.0,10023314.0,4.93,2.95,1.1,1286.0
2021-03-16,120699093.0,473013.0,2671140.0,9887.0,392929498.0,235353276.0,88698662.0,10219343.0,5.04,3.02,1.14,1311.0
2021-03-17,121238378.0,539285.0,2681262.0,10122.0,403310143.0,241950244.0,92458524.0,10458252.0,5.17,3.1,1.19,1342.0
2021-03-18,121792101.0,553723.0,2691833.0,10571.0,413121130.0,248723272.0,95290191.0,10688521.0,5.3,3.19,1.22,1371.0
2021-03-19,122353780.0,561679.0,2702230.0,10397.0,425218523.0,257228485.0,98531978.0,11022746.0,5.46,3.3,1.26,1414.0
2021-03-20,122852600.0,498820.0,2710274.0,8044.0,444993619.0,264799553.0,100762515.0,12417980.0,5.71,3.4,1.29,1593.0
2021-03-21,123275915.0,423315.0,2716074.0,5800.0,451056544.0,268869602.0,102468588.0,10887461.0,5.79,3.45,1.31,1397.0
2021-03-22,123692736.0,416821.0,2723569.0,7495.0,466988108.0,276465070.0,105115578.0,11769254.0,5.99,3.55,1.35,1510.0
2021-03-23,124206981.0,514245.0,2734673.0,11104.0,479717753.0,283821652.0,107716123.0,12398322.0,6.15,3.64,1.38,1591.0
2021-03-24,124840562.0,633581.0,2744394.0,9721.0,493589083.0,291661041.0,110620326.0,12896991.0,6.33,3.74,1.42,1655.0
2021-03-25,125491912.0,651350.0,2755731.0,11337.0,509751232.0,299132759.0,113568463.0,13804300.0,6.54,3.84,1.46,1771.0
2021-03-26,126133263.0,641351.0,2767945.0,12214.0,528103803.0,307894200.0,116911918.0,14697897.0,6.78,3.95,1.5,1886.0
2021-03-27,126717855.0,584592.0,2777780.0,9835.0,543070463.0,314952998.0,119410367.0,14010978.0,6.97,4.04,1.53,1797.0
2021-03-28,127187813.0,469958.0,2784256.0,6476.0,554305345.0,319500636.0,121570423.0,14749829.0,7.11,4.1,1.56,1892.0
2021-03-29,127646218.0,458405.0,2792214.0,7958.0,569330013.0,326129558.0,125499163.0,14620272.0,7.3,4.18,1.61,1876.0
2021-03-30,128214491.0,568273.0,2803782.0,11568.0,582289879.0,332367150.0,128194116.0,14653161.0,7.47,4.26,1.64,1880.0
2021-03-31,128897696.0,683205.0,2816055.0,12273.0,601205616.0,342533253.0,131916761.0,15373790.0,7.71,4.39,1.69,1972.0
2021-04-01,129609483.0,711787.0,2827923.0,11868.0,621219404.0,351416788.0,135982680.0,15924025.0,7.97,4.51,1.74,2043.0
2021-04-02,130243222.0,633739.0,2838177.0,10254.0,642623863.0,361671728.0,139721470.0,16360009.0,8.24,4.64,1.79,2099.0
2021-04-03,130772665.0,529443.0,2846570.0,8393.0,656448605.0,369427294.0,142900552.0,16196877.0,8.42,4.74,1.83,2078.0
2021-04-04,131325468.0,552803.0,2853491.0,6921.0,669235086.0,376394204.0,145401137.0,16418534.0,8.59,4.83,1.87,2106.0
2021-04-05,131815052.0,489584.0,2860958.0,7467.0,682593709.0,384195043.0,147988953.0,16180528.0,8.76,4.93,1.9,2076.0
2021-04-06,132419139.0,604087.0,2872776.0,11818.0,698353813.0,393266633.0,151225951.0,16580562.0,8.96,5.05,1.94,2127.0
2021-04-07,133103485.0,684346.0,2887613.0,14837.0,716217421.0,403535445.0,155500353.0,16430258.0,9.19,5.18,1.99,2108.0
2021-04-08,133943335.0,839850.0,2902254.0,14641.0,739167143.0,415239291.0,160331642.0,16849677.0,9.48,5.33,2.06,2162.0
2021-04-09,134691380.0,748045.0,2915665.0,13411.0,760083173.0,425590546.0,164954379.0,16779901.0,9.75,5.46,2.12,2153.0
2021-04-10,135355887.0,664507.0,2928076.0,12411.0,778507963.0,435921779.0,170000182.0,17437051.0,9.99,5.59,2.18,2237.0
2021-04-11,136046628.0,690741.0,2936637.0,8561.0,792115219.0,443736755.0,173140807.0,17554305.0,10.16,5.69,2.22,2252.0
2021-04-12,136663253.0,616625.0,2945938.0,9301.0,810076288.0,453224240.0,177101277.0,18211797.0,10.39,5.81,2.27,2336.0
2021-04-13,137442820.0,779567.0,2959272.0,13334.0,828812504.0,464005986.0,181522978.0,18636956.0,10.63,5.95,2.33,2391.0
2021-04-14,138259845.0,817025.0,2972806.0,13534.0,846595306.0,474118713.0,185980553.0,18625412.0,10.86,6.08,2.39,2389.0
2021-04-15,139076606.0,816761.0,2986010.0,13204.0,864606057.0,482929525.0,190832800.0,17919845.0,11.09,6.2,2.45,2299.0
2021-04-16,139931461.0,854855.0,2998840.0,12830.0,882074147.0,491644996.0,195593441.0,17427282.0,11.32,6.31,2.51,2236.0
2021-04-17,140719503.0,788042.0,3010850.0,12010.0,895930532.0,498546903.0,199838835.0,16774653.0,11.49,6.4,2.56,2152.0
2021-04-18,141404998.0,685495.0,3019457.0,8607.0,910324469.0,505289589.0,205020283.0,16887036.0,11.68,6.48,2.63,2166.0
2021-04-19,142098420.0,693422.0,3029946.0,10489.0,925357167.0,512948208.0,209133138.0,16468697.0,11.87,6.58,2.68,2113.0
2021-04-20,142952845.0,854425.0,3044134.0,14188.0,937597422.0,519588941.0,213781617.0,15540703.0,12.03,6.67,2.74,1994.0
2021-04-21,143842820.0,889975.0,3058234.0,14100.0,955963881.0,527533072.0,218244646.0,15624082.0,12.26,6.77,2.8,2004.0
2021-04-22,144742575.0,899755.0,3071963.0,13729.0,977912711.0,536041255.0,224489728.0,16186665.0,12.55,6.88,2.88,2077.0
2021-04-23,145640414.0,897839.0,3086151.0,14188.0,995642100.0,543132445.0,229892098.0,16223993.0,12.77,6.97,2.95,2081.0
2021-04-24,146461651.0,821237.0,3099467.0,13316.0,1008901423.0,547764116.0,234074302.0,16138699.0,12.94,7.03,3.0,2070.0
2021-04-25,147189618.0,727967.0,3109247.0,9780.0,1027531999.0,556775210.0,239459077.0,16743933.0,13.18,7.14,3.07,2148.0
2021-04-26,147872402.0,682784.0,3120403.0,11156.0,1041768033.0,562324298.0,243268968.0,16630124.0,13.36,7.21,3.12,2133.0
2021-04-27,148355390.0,482988.0,3131660.0,11257.0,,,,,,,,
